,stim_id,condition,freq_category,word,subtlex_log10freq,correct_response,ResponseTime,Accuracy,id
113,114,nw,NW,gesmalpt,0.0,N,1024.6621799642862,1,95308.0
63,64,rw,HF,bezig,3.934,Y,568.8026534725527,1,95308.0
151,152,nw,NW,grede,0.0,N,1087.5482727190226,1,95308.0
67,68,rw,HF,soort,3.9872,Y,403.1217913824694,1,95308.0
9,10,rw,LF,sikkels,0.301,Y,677.1928587730866,1,95308.0
191,192,nw,NW,megen,0.0,N,951.6885156857,1,95308.0
102,103,nw,NW,brum,0.0,N,1082.3313765517505,1,95308.0
98,99,rw,HF,bij,5.0328,Y,541.142870998491,1,95308.0
152,153,nw,NW,entel,0.0,N,1078.3438809233087,1,95308.0
157,158,nw,NW,rufel,0.0,N,1069.8732061925198,1,95308.0
92,93,rw,HF,dacht,4.5313,Y,551.8053925889458,1,95308.0
128,129,nw,NW,grantel,0.0,N,1117.5946257393093,0,95308.0
96,97,rw,HF,zeg,4.6872,Y,320.5998656567599,1,95308.0
35,36,rw,LF,metrum,0.7782,Y,621.7431318850839,1,95308.0
148,149,nw,NW,leumen,0.0,N,1033.9658397763628,0,95308.0
91,92,rw,HF,moeder,4.4554,Y,472.9390681381021,1,95308.0
192,193,nw,NW,nef,0.0,N,999.0768790591128,1,95308.0
68,69,rw,HF,sta,4.0123,Y,415.4695197333625,1,95308.0
65,66,rw,HF,wakker,3.9448,Y,553.7239226104842,1,95308.0
126,127,nw,NW,sluinen,0.0,N,1000.3548593597433,1,95308.0
156,157,nw,NW,udel,0.0,N,974.8201019246173,1,95308.0
49,50,rw,LF,gisten,0.9542,Y,767.9097330475008,0,95308.0
182,183,nw,NW,zuun,0.0,N,978.3292933118244,1,95308.0
168,169,nw,NW,plin,0.0,N,1091.6329261561618,1,95308.0
69,70,rw,HF,juist,4.0152,Y,389.66018902727563,0,95308.0
3,4,rw,LF,polders,0.301,Y,609.4532890453114,1,95308.0
144,145,nw,NW,bezans,0.0,N,987.8836588794352,1,95308.0
117,118,nw,NW,prookt,0.0,N,988.8538906488296,1,95308.0
187,188,nw,NW,klaam,0.0,N,938.1008927770654,0,95308.0
2,3,rw,LF,imams,0.301,Y,600.6914561599558,1,95308.0
106,107,nw,NW,gals,0.0,N,837.1749799654731,1,95308.0
93,94,rw,HF,gedaan,4.5868,Y,563.8049832721806,1,95308.0
72,73,rw,HF,gemaakt,4.0844,Y,576.0486137446294,1,95308.0
142,143,nw,NW,rakot,0.0,N,1002.2761198185373,1,95308.0
43,44,rw,LF,stram,0.8451,Y,543.5030697369222,1,95308.0
119,120,nw,NW,verke,0.0,N,989.5628358289314,1,95308.0
19,20,rw,LF,schoffels,0.6021,Y,679.3717124693882,1,95308.0
186,187,nw,NW,gevupt,0.0,N,985.5860305607662,0,95308.0
107,108,nw,NW,geslonden,0.0,N,1026.8126417198243,1,95308.0
134,135,nw,NW,vlorken,0.0,N,992.5144566732063,1,95308.0
28,29,rw,LF,lanen,0.699,Y,662.9090857763451,1,95308.0
61,62,rw,HF,gaf,3.923,Y,535.3454059912772,1,95308.0
86,87,rw,HF,ging,4.3434,Y,648.0720779164718,0,95308.0
181,182,nw,NW,hormen,0.0,N,1043.720828320492,1,95308.0
196,197,nw,NW,zerder,0.0,N,1133.5041650460807,1,95308.0
57,58,rw,HF,heren,3.8659,Y,524.5726903975299,0,95308.0
1,2,rw,LF,hese,0.301,Y,642.3105951298828,1,95308.0
15,16,rw,LF,snert,0.4771,Y,546.6183638349829,1,95308.0
23,24,rw,LF,wrongel,0.6021,Y,691.3655458665373,0,95308.0
95,96,rw,HF,zit,4.666,Y,518.7279287774652,1,95308.0
52,53,rw,HF,boek,3.8196,Y,505.8453587053463,0,95308.0
130,131,nw,NW,rogenten,0.0,N,958.4331020365624,1,95308.0
171,172,nw,NW,vlump,0.0,N,1001.0560525654623,1,95308.0
194,195,nw,NW,pirrel,0.0,N,960.5930273693369,0,95308.0
140,141,nw,NW,kimensie,0.0,N,1017.9581425528063,1,95308.0
158,159,nw,NW,rastel,0.0,N,1115.5325048008588,1,95308.0
161,162,nw,NW,gebeikt,0.0,N,909.4041994935066,1,95308.0
133,134,nw,NW,vrijk,0.0,N,1000.676518334563,1,95308.0
146,147,nw,NW,kuukt,0.0,N,1139.7885551757024,1,95308.0
4,5,rw,LF,ponten,0.301,Y,711.3435254569579,1,95308.0
44,45,rw,LF,grief,0.9031,Y,722.3865318326733,1,95308.0
53,54,rw,HF,baby,3.8221,Y,466.1609681937709,1,95308.0
103,104,nw,NW,goont,0.0,N,1017.6808869963795,1,95308.0
115,116,nw,NW,plenk,0.0,N,1067.9190255600147,1,95308.0
7,8,rw,LF,ratels,0.301,Y,606.1157113415865,0,95308.0
125,126,nw,NW,zelijk,0.0,N,846.4060863227519,0,95308.0
150,151,nw,NW,plirken,0.0,N,1116.4748573911445,1,95308.0
38,39,rw,LF,sjalot,0.7782,Y,588.7633283289462,0,95308.0
127,128,nw,NW,kandola,0.0,N,1021.376208151403,1,95308.0
188,189,nw,NW,trorg,0.0,N,873.900660081724,0,95308.0
108,109,nw,NW,giep,0.0,N,952.0252895264308,1,95308.0
184,185,nw,NW,drintels,0.0,N,1066.8920815017234,1,95308.0
75,76,rw,HF,wachten,4.1516,Y,515.4006740118866,1,95308.0
36,37,rw,LF,rogge,0.7782,Y,716.0248706189593,0,95308.0
135,136,nw,NW,kumus,0.0,N,971.478107089123,1,95308.0
174,175,nw,NW,nergen,0.0,N,957.6140361806497,1,95308.0
120,121,nw,NW,nammer,0.0,N,1064.101188746332,0,95308.0
166,167,nw,NW,pectars,0.0,N,967.4607345912166,1,95308.0
24,25,rw,LF,ambten,0.699,Y,606.9759880951949,1,95308.0
83,84,rw,HF,auto,4.3017,Y,509.06927103807436,1,95308.0
139,140,nw,NW,murselein,0.0,N,1016.1453066043601,1,95308.0
21,22,rw,LF,spurt,0.6021,Y,703.9297781130913,1,95308.0
88,89,rw,HF,geweest,4.3568,Y,542.6665734277808,0,95308.0
136,137,nw,NW,smaan,0.0,N,917.9996188902917,1,95308.0
90,91,rw,HF,hele,4.4246,Y,610.9936889038797,1,95308.0
87,88,rw,HF,werd,4.3552,Y,492.7569983876953,1,95308.0
85,86,rw,HF,idee,4.3247,Y,477.72960684574656,1,95308.0
173,174,nw,NW,bluurde,0.0,N,968.1502804005179,1,95308.0
5,6,rw,LF,puien,0.301,Y,533.2777933139583,0,95308.0
180,181,nw,NW,herken,0.0,N,946.3007602654216,1,95308.0
131,132,nw,NW,fradingo,0.0,N,902.047626334784,1,95308.0
104,105,nw,NW,jugen,0.0,N,991.7907708596698,1,95308.0
58,59,rw,HF,redden,3.8783,Y,483.39755695737864,1,95308.0
175,176,nw,NW,kwarp,0.0,N,1030.7336397921442,1,95308.0
190,191,nw,NW,darboen,0.0,N,1112.7636739538325,1,95308.0
167,168,nw,NW,stiraal,0.0,N,977.8333178558546,1,95308.0
137,138,nw,NW,glaf,0.0,N,1060.8871367501908,1,95308.0
60,61,rw,HF,los,3.9075,Y,445.282490182198,1,95308.0
71,72,rw,HF,lekker,4.082,Y,535.0584550038842,1,95308.0
37,38,rw,LF,sfinxen,0.7782,Y,658.6748054357884,1,95308.0
6,7,rw,LF,rafel,0.301,Y,678.6429422903037,1,95308.0
193,194,nw,NW,pruit,0.0,N,963.6924845822487,1,95308.0
70,71,rw,HF,ogen,4.0572,Y,529.286873791215,1,95308.0
74,75,rw,HF,vroeg,4.1163,Y,514.0654716943704,0,95308.0
