,stim_id,condition,freq_category,word,subtlex_log10freq,correct_response,ResponseTime,Accuracy,id
141,142,nw,NW,gardien,0.0,N,1059.8180966268837,1,15750.0
167,168,nw,NW,stiraal,0.0,N,997.104179273226,0,15750.0
169,170,nw,NW,moksen,0.0,N,1130.5155973613842,0,15750.0
143,144,nw,NW,ant,0.0,N,934.7458665662798,1,15750.0
134,135,nw,NW,vlorken,0.0,N,1090.1269470865193,1,15750.0
26,27,rw,LF,flans,0.699,Y,993.1482336959194,1,15750.0
32,33,rw,LF,woei,0.699,Y,736.0333242891296,0,15750.0
179,180,nw,NW,kijs,0.0,N,977.9947039371409,0,15750.0
150,151,nw,NW,plirken,0.0,N,934.443084135543,0,15750.0
72,73,rw,HF,gemaakt,4.0844,Y,503.23830281081797,1,15750.0
130,131,nw,NW,rogenten,0.0,N,912.2933352682353,0,15750.0
14,15,rw,LF,karpers,0.4771,Y,749.2550074346249,1,15750.0
42,43,rw,LF,stengels,0.8451,Y,745.2792028899586,1,15750.0
57,58,rw,HF,heren,3.8659,Y,340.3272770487687,1,15750.0
164,165,nw,NW,tombel,0.0,N,857.9669893202342,1,15750.0
108,109,nw,NW,giep,0.0,N,1021.1234187948659,1,15750.0
177,178,nw,NW,gimmel,0.0,N,945.798072285356,1,15750.0
139,140,nw,NW,murselein,0.0,N,1072.3646834130293,1,15750.0
0,1,rw,LF,buidels,0.301,Y,706.4123863359586,0,15750.0
21,22,rw,LF,spurt,0.6021,Y,783.328994165305,0,15750.0
98,99,rw,HF,bij,5.0328,Y,546.4492548353925,1,15750.0
151,152,nw,NW,grede,0.0,N,999.7028955935323,1,15750.0
119,120,nw,NW,verke,0.0,N,1014.3775461897484,0,15750.0
114,115,nw,NW,liek,0.0,N,935.5350258387685,1,15750.0
153,154,nw,NW,gefaapt,0.0,N,1052.7250442420136,0,15750.0
18,19,rw,LF,etui,0.6021,Y,833.441002699848,1,15750.0
53,54,rw,HF,baby,3.8221,Y,525.805042050278,1,15750.0
60,61,rw,HF,los,3.9075,Y,555.0395354782746,1,15750.0
74,75,rw,HF,vroeg,4.1163,Y,432.97304848922073,1,15750.0
33,34,rw,LF,gonsde,0.7782,Y,842.452058846435,1,15750.0
142,143,nw,NW,rakot,0.0,N,1107.0148147007858,1,15750.0
87,88,rw,HF,werd,4.3552,Y,274.75235457315137,1,15750.0
105,106,nw,NW,slont,0.0,N,879.3804828329902,1,15750.0
36,37,rw,LF,rogge,0.7782,Y,702.7037025022381,0,15750.0
102,103,nw,NW,brum,0.0,N,965.3310558834931,0,15750.0
61,62,rw,HF,gaf,3.923,Y,494.1847007324113,1,15750.0
86,87,rw,HF,ging,4.3434,Y,476.68509521740515,1,15750.0
184,185,nw,NW,drintels,0.0,N,852.397053801013,0,15750.0
193,194,nw,NW,pruit,0.0,N,1113.466112361657,0,15750.0
78,79,rw,HF,uur,4.1832,Y,522.3913627934202,1,15750.0
67,68,rw,HF,soort,3.9872,Y,362.2727660989556,1,15750.0
135,136,nw,NW,kumus,0.0,N,949.9607179278468,0,15750.0
125,126,nw,NW,zelijk,0.0,N,1012.8229141843714,1,15750.0
138,139,nw,NW,stodeum,0.0,N,1020.5529000055991,1,15750.0
38,39,rw,LF,sjalot,0.7782,Y,679.0722250785334,0,15750.0
4,5,rw,LF,ponten,0.301,Y,610.0242516595099,1,15750.0
80,81,rw,HF,krijg,4.214,Y,492.2414788023764,1,15750.0
176,177,nw,NW,rons,0.0,N,1016.3055307205738,1,15750.0
29,30,rw,LF,oker,0.699,Y,801.2534239557771,0,15750.0
95,96,rw,HF,zit,4.666,Y,395.21026402197566,0,15750.0
34,35,rw,LF,margriet,0.7782,Y,790.7681591936096,1,15750.0
192,193,nw,NW,nef,0.0,N,965.0923227840317,1,15750.0
194,195,nw,NW,pirrel,0.0,N,1106.5877459814176,1,15750.0
165,166,nw,NW,mijk,0.0,N,922.6979296038865,0,15750.0
186,187,nw,NW,gevupt,0.0,N,1037.111325061299,1,15750.0
90,91,rw,HF,hele,4.4246,Y,400.19334100670824,1,15750.0
157,158,nw,NW,rufel,0.0,N,849.4115947461555,1,15750.0
7,8,rw,LF,ratels,0.301,Y,844.1594048333976,1,15750.0
8,9,rw,LF,reigers,0.301,Y,615.6426163403671,1,15750.0
166,167,nw,NW,pectars,0.0,N,820.3985126891912,1,15750.0
62,63,rw,HF,begin,3.9267,Y,405.2567625027114,1,15750.0
124,125,nw,NW,kabrieken,0.0,N,971.1314460043183,1,15750.0
46,47,rw,LF,venkel,0.9031,Y,814.9686934723645,1,15750.0
84,85,rw,HF,zag,4.3048,Y,523.3131842039663,1,15750.0
145,146,nw,NW,gewunnen,0.0,N,1017.7087811028897,1,15750.0
25,26,rw,LF,beitels,0.699,Y,809.7923130551039,1,15750.0
171,172,nw,NW,vlump,0.0,N,909.1545304125344,1,15750.0
140,141,nw,NW,kimensie,0.0,N,955.3024215514886,1,15750.0
99,100,rw,HF,kom,5.0578,Y,562.4968233722155,1,15750.0
103,104,nw,NW,goont,0.0,N,896.9866622239659,1,15750.0
185,186,nw,NW,brad,0.0,N,1058.9248926754697,1,15750.0
147,148,nw,NW,kadders,0.0,N,925.4786809350683,0,15750.0
146,147,nw,NW,kuukt,0.0,N,1025.85763268826,1,15750.0
132,133,nw,NW,gefruld,0.0,N,916.4104748368222,0,15750.0
160,161,nw,NW,gietsen,0.0,N,1051.7511859706995,1,15750.0
63,64,rw,HF,bezig,3.934,Y,418.29154800600975,1,15750.0
188,189,nw,NW,trorg,0.0,N,1095.084185397342,1,15750.0
39,40,rw,LF,topaas,0.7782,Y,865.690050113993,1,15750.0
174,175,nw,NW,nergen,0.0,N,1199.3244963380348,1,15750.0
13,14,rw,LF,juffen,0.4771,Y,851.2901338677362,1,15750.0
149,150,nw,NW,knaarde,0.0,N,989.803664846379,1,15750.0
89,90,rw,HF,wist,4.4149,Y,522.3494855833798,1,15750.0
28,29,rw,LF,lanen,0.699,Y,785.719166839052,1,15750.0
10,11,rw,LF,stekken,0.301,Y,869.9513823187789,1,15750.0
94,95,rw,HF,dood,4.6374,Y,340.9692080568983,0,15750.0
187,188,nw,NW,klaam,0.0,N,899.1251703036899,0,15750.0
104,105,nw,NW,jugen,0.0,N,988.297159859919,1,15750.0
170,171,nw,NW,glijp,0.0,N,1050.9196663351197,1,15750.0
129,130,nw,NW,bralat,0.0,N,1093.2359471050984,0,15750.0
183,184,nw,NW,rieve,0.0,N,927.6764065001666,1,15750.0
158,159,nw,NW,rastel,0.0,N,1046.5799087250948,1,15750.0
31,32,rw,LF,suste,0.699,Y,726.8232696678776,1,15750.0
120,121,nw,NW,nammer,0.0,N,948.4925052577121,1,15750.0
77,78,rw,HF,open,4.1693,Y,323.3893038131508,1,15750.0
122,123,nw,NW,kiemeten,0.0,N,869.3655404586914,1,15750.0
199,200,nw,NW,fankel,0.0,N,1136.0210345297464,1,15750.0
162,163,nw,NW,plond,0.0,N,1060.716598301282,1,15750.0
109,110,nw,NW,women,0.0,N,963.2667728362409,1,15750.0
11,12,rw,LF,barse,0.4771,Y,769.9320458931043,1,15750.0
41,42,rw,LF,lome,0.8451,Y,902.257360879889,1,15750.0
113,114,nw,NW,gesmalpt,0.0,N,1006.9353845198646,0,15750.0
196,197,nw,NW,zerder,0.0,N,1153.41021482206,1,15750.0
161,162,nw,NW,gebeikt,0.0,N,1186.0721121131298,1,15750.0
85,86,rw,HF,idee,4.3247,Y,469.0273071070934,1,15750.0
128,129,nw,NW,grantel,0.0,N,1005.9759473223642,1,15750.0
68,69,rw,HF,sta,4.0123,Y,454.56020913023883,1,15750.0
121,122,nw,NW,bluit,0.0,N,1049.556392481525,1,15750.0
37,38,rw,LF,sfinxen,0.7782,Y,671.0787382294259,0,15750.0
66,67,rw,HF,plaats,3.97,Y,491.75941087334655,0,15750.0
190,191,nw,NW,darboen,0.0,N,882.697509584366,0,15750.0
148,149,nw,NW,leumen,0.0,N,996.7376215402895,0,15750.0
126,127,nw,NW,sluinen,0.0,N,983.096627345051,0,15750.0
16,17,rw,LF,clusters,0.6021,Y,748.8717900552103,1,15750.0
156,157,nw,NW,udel,0.0,N,1113.8078115232538,1,15750.0
88,89,rw,HF,geweest,4.3568,Y,436.0654148399593,1,15750.0
24,25,rw,LF,ambten,0.699,Y,873.1900289323662,0,15750.0
152,153,nw,NW,entel,0.0,N,1013.6810167986522,1,15750.0
