,stim_id,condition,freq_category,word,subtlex_log10freq,correct_response,ResponseTime,Accuracy,id
199,200,nw,NW,fankel,0.0,N,1037.9090872669171,1,43998.0
114,115,nw,NW,liek,0.0,N,844.8745579392734,0,43998.0
194,195,nw,NW,pirrel,0.0,N,792.2210451484552,1,43998.0
109,110,nw,NW,women,0.0,N,1104.354770307311,1,43998.0
71,72,rw,HF,lekker,4.082,Y,601.3452136554448,1,43998.0
170,171,nw,NW,glijp,0.0,N,983.6997303782961,1,43998.0
22,23,rw,LF,strotten,0.6021,Y,577.3259127879633,1,43998.0
54,55,rw,HF,recht,3.8432,Y,596.5727980752308,1,43998.0
73,74,rw,HF,help,4.0879,Y,348.19492619551244,1,43998.0
93,94,rw,HF,gedaan,4.5868,Y,572.7613301681283,1,43998.0
157,158,nw,NW,rufel,0.0,N,1109.7796046922415,1,43998.0
69,70,rw,HF,juist,4.0152,Y,423.73995274420844,1,43998.0
95,96,rw,HF,zit,4.666,Y,432.05209594809133,1,43998.0
51,52,rw,HF,hield,3.8191,Y,524.6753734335297,1,43998.0
31,32,rw,LF,suste,0.699,Y,731.9256118676308,0,43998.0
112,113,nw,NW,vroel,0.0,N,987.6102363927085,1,43998.0
131,132,nw,NW,fradingo,0.0,N,1126.966070787845,1,43998.0
80,81,rw,HF,krijg,4.214,Y,498.45815825024874,1,43998.0
161,162,nw,NW,gebeikt,0.0,N,1099.6708583524521,1,43998.0
186,187,nw,NW,gevupt,0.0,N,983.0865313976268,1,43998.0
20,21,rw,LF,schuiten,0.6021,Y,723.3752082168537,1,43998.0
46,47,rw,LF,venkel,0.9031,Y,733.4003766918622,0,43998.0
108,109,nw,NW,giep,0.0,N,916.9255452273076,0,43998.0
107,108,nw,NW,geslonden,0.0,N,1115.5182608185908,1,43998.0
79,80,rw,HF,eigen,4.1922,Y,487.6178979841145,1,43998.0
130,131,nw,NW,rogenten,0.0,N,1142.7998549771605,0,43998.0
100,101,nw,NW,millag,0.0,N,1107.853802078536,1,43998.0
29,30,rw,LF,oker,0.699,Y,601.8964379662506,1,43998.0
89,90,rw,HF,wist,4.4149,Y,655.1078175883902,1,43998.0
149,150,nw,NW,knaarde,0.0,N,1041.3387879641166,1,43998.0
192,193,nw,NW,nef,0.0,N,1020.4961922430379,0,43998.0
156,157,nw,NW,udel,0.0,N,968.1155861764748,1,43998.0
