,stim_id,condition,freq_category,word,subtlex_log10freq,correct_response,ResponseTime,Accuracy,id
136,137,nw,NW,smaan,0.0,N,770.4523481727277,1,50596.0
151,152,nw,NW,grede,0.0,N,1082.505741282319,1,50596.0
52,53,rw,HF,boek,3.8196,Y,259.003708085052,0,50596.0
191,192,nw,NW,megen,0.0,N,1003.075774339276,0,50596.0
124,125,nw,NW,kabrieken,0.0,N,939.6541661355677,0,50596.0
32,33,rw,LF,woei,0.699,Y,658.961543496866,1,50596.0
0,1,rw,LF,buidels,0.301,Y,1095.6398914450042,0,50596.0
173,174,nw,NW,bluurde,0.0,N,996.7261369278552,1,50596.0
116,117,nw,NW,groeken,0.0,N,936.9725743937801,1,50596.0
181,182,nw,NW,hormen,0.0,N,1090.7760700405092,1,50596.0
23,24,rw,LF,wrongel,0.6021,Y,420.64917594239495,0,50596.0
75,76,rw,HF,wachten,4.1516,Y,386.40917192512893,1,50596.0
133,134,nw,NW,vrijk,0.0,N,957.1909699563074,1,50596.0
46,47,rw,LF,venkel,0.9031,Y,708.2286066617843,1,50596.0
153,154,nw,NW,gefaapt,0.0,N,594.6833938295118,0,50596.0
141,142,nw,NW,gardien,0.0,N,1010.3868373194407,1,50596.0
190,191,nw,NW,darboen,0.0,N,963.5750823656552,0,50596.0
31,32,rw,LF,suste,0.699,Y,899.2415783082807,1,50596.0
93,94,rw,HF,gedaan,4.5868,Y,329.3932575811009,1,50596.0
59,60,rw,HF,vallen,3.8985,Y,550.7920953627697,1,50596.0
26,27,rw,LF,flans,0.699,Y,764.1401731940613,0,50596.0
67,68,rw,HF,soort,3.9872,Y,257.77035617157384,0,50596.0
35,36,rw,LF,metrum,0.7782,Y,714.9666702493032,0,50596.0
107,108,nw,NW,geslonden,0.0,N,985.9796030011319,1,50596.0
76,77,rw,HF,hen,4.158,Y,532.7270696123364,1,50596.0
126,127,nw,NW,sluinen,0.0,N,1091.6084387421745,0,50596.0
11,12,rw,LF,barse,0.4771,Y,815.5530898430655,1,50596.0
92,93,rw,HF,dacht,4.5313,Y,614.388968476449,1,50596.0
187,188,nw,NW,klaam,0.0,N,1007.0849788029651,0,50596.0
64,65,rw,HF,zoek,3.9398,Y,335.1171251283969,1,50596.0
77,78,rw,HF,open,4.1693,Y,211.33387397887128,1,50596.0
189,190,nw,NW,ploe,0.0,N,1337.9225034972246,1,50596.0
43,44,rw,LF,stram,0.8451,Y,776.4444806449015,0,50596.0
15,16,rw,LF,snert,0.4771,Y,713.6582229164044,1,50596.0
167,168,nw,NW,stiraal,0.0,N,1050.373297119157,1,50596.0
12,13,rw,LF,gevels,0.4771,Y,857.8957299843526,0,50596.0
192,193,nw,NW,nef,0.0,N,972.2759867529124,1,50596.0
16,17,rw,LF,clusters,0.6021,Y,835.9766971393244,1,50596.0
188,189,nw,NW,trorg,0.0,N,1184.729257595584,0,50596.0
89,90,rw,HF,wist,4.4149,Y,475.7249680269494,1,50596.0
33,34,rw,LF,gonsde,0.7782,Y,837.4962649241436,0,50596.0
139,140,nw,NW,murselein,0.0,N,841.9357054090121,1,50596.0
105,106,nw,NW,slont,0.0,N,606.8226288427691,1,50596.0
85,86,rw,HF,idee,4.3247,Y,317.99122017716184,1,50596.0
58,59,rw,HF,redden,3.8783,Y,411.5150217815136,1,50596.0
34,35,rw,LF,margriet,0.7782,Y,508.87602386576054,0,50596.0
168,169,nw,NW,plin,0.0,N,981.0048787419743,0,50596.0
114,115,nw,NW,liek,0.0,N,1125.737225680398,0,50596.0
163,164,nw,NW,snoen,0.0,N,957.9911983963635,1,50596.0
128,129,nw,NW,grantel,0.0,N,1014.374503531157,1,50596.0
185,186,nw,NW,brad,0.0,N,919.501638484495,0,50596.0
159,160,nw,NW,jaat,0.0,N,798.9743109212549,1,50596.0
41,42,rw,LF,lome,0.8451,Y,858.0088855839888,1,50596.0
4,5,rw,LF,ponten,0.301,Y,710.5422823690462,1,50596.0
2,3,rw,LF,imams,0.301,Y,682.189074793484,1,50596.0
96,97,rw,HF,zeg,4.6872,Y,560.2381392343107,1,50596.0
