,stim_id,condition,freq_category,word,subtlex_log10freq,correct_response,ResponseTime,Accuracy,id
183,184,nw,NW,rieve,0.0,N,1030.884657145183,1,20556.0
156,157,nw,NW,udel,0.0,N,1009.9829046696979,1,20556.0
166,167,nw,NW,pectars,0.0,N,1008.5013078337114,0,20556.0
37,38,rw,LF,sfinxen,0.7782,Y,713.8592661934522,1,20556.0
115,116,nw,NW,plenk,0.0,N,1034.2472745549858,0,20556.0
89,90,rw,HF,wist,4.4149,Y,434.61541822344566,0,20556.0
43,44,rw,LF,stram,0.8451,Y,700.8984181979677,1,20556.0
178,179,nw,NW,monen,0.0,N,1059.3633256494727,1,20556.0
139,140,nw,NW,murselein,0.0,N,995.1694733501332,1,20556.0
65,66,rw,HF,wakker,3.9448,Y,468.4481189038351,0,20556.0
120,121,nw,NW,nammer,0.0,N,1027.4536294075622,1,20556.0
34,35,rw,LF,margriet,0.7782,Y,764.6754806532301,1,20556.0
74,75,rw,HF,vroeg,4.1163,Y,387.57166534969855,1,20556.0
36,37,rw,LF,rogge,0.7782,Y,735.0825024850743,0,20556.0
188,189,nw,NW,trorg,0.0,N,1057.4723502701563,0,20556.0
25,26,rw,LF,beitels,0.699,Y,783.8146198961239,1,20556.0
144,145,nw,NW,bezans,0.0,N,1029.9431074798024,1,20556.0
182,183,nw,NW,zuun,0.0,N,931.2258243887396,1,20556.0
174,175,nw,NW,nergen,0.0,N,1021.1281548274113,1,20556.0
79,80,rw,HF,eigen,4.1922,Y,350.2709693493653,0,20556.0
181,182,nw,NW,hormen,0.0,N,1023.5192694589242,0,20556.0
82,83,rw,HF,vraag,4.281,Y,487.7659725661625,1,20556.0
199,200,nw,NW,fankel,0.0,N,1093.4199398798821,1,20556.0
142,143,nw,NW,rakot,0.0,N,963.3564291085224,1,20556.0
141,142,nw,NW,gardien,0.0,N,992.9797126944346,1,20556.0
59,60,rw,HF,vallen,3.8985,Y,516.1194658911098,1,20556.0
26,27,rw,LF,flans,0.699,Y,675.3031157406023,1,20556.0
155,156,nw,NW,loedsels,0.0,N,1001.7279089927782,1,20556.0
104,105,nw,NW,jugen,0.0,N,961.9468877833162,1,20556.0
108,109,nw,NW,giep,0.0,N,1018.420416735324,1,20556.0
50,51,rw,HF,plan,3.7972,Y,526.1277704673511,0,20556.0
130,131,nw,NW,rogenten,0.0,N,924.3213265111264,1,20556.0
46,47,rw,LF,venkel,0.9031,Y,773.1228945684554,0,20556.0
77,78,rw,HF,open,4.1693,Y,357.60701950290854,1,20556.0
191,192,nw,NW,megen,0.0,N,1055.643409364682,1,20556.0
69,70,rw,HF,juist,4.0152,Y,434.6098465652453,1,20556.0
95,96,rw,HF,zit,4.666,Y,456.32490558432636,1,20556.0
132,133,nw,NW,gefruld,0.0,N,1100.0769550392977,1,20556.0
80,81,rw,HF,krijg,4.214,Y,404.6040043762802,1,20556.0
175,176,nw,NW,kwarp,0.0,N,1072.9359920762715,1,20556.0
20,21,rw,LF,schuiten,0.6021,Y,693.18790301113,1,20556.0
88,89,rw,HF,geweest,4.3568,Y,447.7301787879957,1,20556.0
154,155,nw,NW,pals,0.0,N,988.1662100625425,1,20556.0
138,139,nw,NW,stodeum,0.0,N,1001.2365686288811,1,20556.0
87,88,rw,HF,werd,4.3552,Y,414.0693080603456,1,20556.0
171,172,nw,NW,vlump,0.0,N,1098.2969971109806,1,20556.0
83,84,rw,HF,auto,4.3017,Y,455.1486692161603,1,20556.0
103,104,nw,NW,goont,0.0,N,1048.1969372541473,1,20556.0
162,163,nw,NW,plond,0.0,N,993.4732934831263,1,20556.0
195,196,nw,NW,rokan,0.0,N,1077.960166090775,1,20556.0
6,7,rw,LF,rafel,0.301,Y,760.4697078633844,0,20556.0
57,58,rw,HF,heren,3.8659,Y,455.3714633467017,1,20556.0
38,39,rw,LF,sjalot,0.7782,Y,800.0484250154482,1,20556.0
133,134,nw,NW,vrijk,0.0,N,1014.1522883087715,1,20556.0
22,23,rw,LF,strotten,0.6021,Y,791.7280277863526,1,20556.0
190,191,nw,NW,darboen,0.0,N,978.8898422824885,0,20556.0
164,165,nw,NW,tombel,0.0,N,995.6736866240976,1,20556.0
192,193,nw,NW,nef,0.0,N,980.8430323666273,1,20556.0
143,144,nw,NW,ant,0.0,N,1009.4507540179599,1,20556.0
168,169,nw,NW,plin,0.0,N,1035.2540248148066,1,20556.0
153,154,nw,NW,gefaapt,0.0,N,1049.9929042011518,1,20556.0
128,129,nw,NW,grantel,0.0,N,1055.9560506942012,1,20556.0
111,112,nw,NW,breent,0.0,N,885.4245532417137,1,20556.0
137,138,nw,NW,glaf,0.0,N,969.3599401855505,0,20556.0
145,146,nw,NW,gewunnen,0.0,N,979.8522709501523,0,20556.0
60,61,rw,HF,los,3.9075,Y,439.7923960901017,0,20556.0
84,85,rw,HF,zag,4.3048,Y,496.84862242096364,0,20556.0
179,180,nw,NW,kijs,0.0,N,999.5686416126584,0,20556.0
167,168,nw,NW,stiraal,0.0,N,922.4203017041225,1,20556.0
117,118,nw,NW,prookt,0.0,N,1009.6813619782283,1,20556.0
