,stim_id,condition,freq_category,word,subtlex_log10freq,correct_response,ResponseTime,Accuracy,id
190,191,nw,NW,darboen,0.0,N,827.3677748068822,1,33591.0
54,55,rw,HF,recht,3.8432,Y,758.4440946059456,1,33591.0
87,88,rw,HF,werd,4.3552,Y,579.0847092349422,1,33591.0
78,79,rw,HF,uur,4.1832,Y,572.7766711015587,1,33591.0
97,98,rw,HF,had,4.9643,Y,588.3274863160219,1,33591.0
175,176,nw,NW,kwarp,0.0,N,969.3728047373768,0,33591.0
77,78,rw,HF,open,4.1693,Y,505.35624257381556,0,33591.0
167,168,nw,NW,stiraal,0.0,N,825.8548442421595,1,33591.0
112,113,nw,NW,vroel,0.0,N,762.4367463677161,1,33591.0
146,147,nw,NW,kuukt,0.0,N,917.1143014436478,1,33591.0
25,26,rw,LF,beitels,0.699,Y,684.6159104826633,0,33591.0
169,170,nw,NW,moksen,0.0,N,1036.4833781425893,0,33591.0
68,69,rw,HF,sta,4.0123,Y,594.8722845358637,0,33591.0
40,41,rw,LF,zolders,0.7782,Y,846.616801439581,0,33591.0
28,29,rw,LF,lanen,0.699,Y,833.3266374171282,1,33591.0
183,184,nw,NW,rieve,0.0,N,976.855798768841,1,33591.0
96,97,rw,HF,zeg,4.6872,Y,359.0998761374965,1,33591.0
89,90,rw,HF,wist,4.4149,Y,329.980073315313,1,33591.0
164,165,nw,NW,tombel,0.0,N,958.9713862525914,0,33591.0
48,49,rw,LF,bonkte,0.9542,Y,718.9922429420433,1,33591.0
3,4,rw,LF,polders,0.301,Y,885.2329496750593,1,33591.0
53,54,rw,HF,baby,3.8221,Y,404.32985382566426,1,33591.0
95,96,rw,HF,zit,4.666,Y,599.9616963414302,0,33591.0
57,58,rw,HF,heren,3.8659,Y,409.60964476079755,1,33591.0
92,93,rw,HF,dacht,4.5313,Y,631.4603442136982,1,33591.0
22,23,rw,LF,strotten,0.6021,Y,828.3734743986847,1,33591.0
69,70,rw,HF,juist,4.0152,Y,696.3489735707963,1,33591.0
123,124,nw,NW,vebras,0.0,N,753.7320112812185,1,33591.0
79,80,rw,HF,eigen,4.1922,Y,497.7216585466841,1,33591.0
38,39,rw,LF,sjalot,0.7782,Y,482.7692654498518,0,33591.0
39,40,rw,LF,topaas,0.7782,Y,510.84882766646683,0,33591.0
105,106,nw,NW,slont,0.0,N,1182.2933449923,0,33591.0
35,36,rw,LF,metrum,0.7782,Y,834.7298385289295,0,33591.0
8,9,rw,LF,reigers,0.301,Y,545.483092752501,1,33591.0
109,110,nw,NW,women,0.0,N,695.880675121294,0,33591.0
30,31,rw,LF,porde,0.699,Y,616.3109490680444,1,33591.0
75,76,rw,HF,wachten,4.1516,Y,200.7570092617014,1,33591.0
11,12,rw,LF,barse,0.4771,Y,661.7324779033345,0,33591.0
117,118,nw,NW,prookt,0.0,N,916.0855613715339,0,33591.0
90,91,rw,HF,hele,4.4246,Y,372.9744025233274,1,33591.0
71,72,rw,HF,lekker,4.082,Y,555.434915420923,1,33591.0
157,158,nw,NW,rufel,0.0,N,943.7305701717702,1,33591.0
20,21,rw,LF,schuiten,0.6021,Y,565.0427794497066,1,33591.0
141,142,nw,NW,gardien,0.0,N,1066.0474954885801,1,33591.0
98,99,rw,HF,bij,5.0328,Y,779.4247994668544,1,33591.0
51,52,rw,HF,hield,3.8191,Y,566.9122988708754,0,33591.0
107,108,nw,NW,geslonden,0.0,N,1225.4285401859888,1,33591.0
140,141,nw,NW,kimensie,0.0,N,1108.472916996108,1,33591.0
2,3,rw,LF,imams,0.301,Y,432.71891944080306,1,33591.0
110,111,nw,NW,kormel,0.0,N,1061.4311731481807,1,33591.0
7,8,rw,LF,ratels,0.301,Y,708.714532903312,0,33591.0
66,67,rw,HF,plaats,3.97,Y,503.8383881858132,1,33591.0
135,136,nw,NW,kumus,0.0,N,790.9464329499859,1,33591.0
55,56,rw,HF,hard,3.8435,Y,615.3713343915662,0,33591.0
149,150,nw,NW,knaarde,0.0,N,1163.4770452044927,1,33591.0
19,20,rw,LF,schoffels,0.6021,Y,663.4169941735278,1,33591.0
17,18,rw,LF,deun,0.6021,Y,838.063020614971,0,33591.0
174,175,nw,NW,nergen,0.0,N,1014.7492925019558,1,33591.0
116,117,nw,NW,groeken,0.0,N,1161.1203500761571,1,33591.0
177,178,nw,NW,gimmel,0.0,N,893.3734214762104,1,33591.0
91,92,rw,HF,moeder,4.4554,Y,512.2477462600843,1,33591.0
127,128,nw,NW,kandola,0.0,N,946.3173983102448,1,33591.0
198,199,nw,NW,spodiel,0.0,N,1031.5206288880274,1,33591.0
56,57,rw,HF,reden,3.8548,Y,517.3334546773679,1,33591.0
187,188,nw,NW,klaam,0.0,N,722.9394759123136,1,33591.0
73,74,rw,HF,help,4.0879,Y,566.6478010288932,1,33591.0
172,173,nw,NW,klaap,0.0,N,976.4866331696529,1,33591.0
12,13,rw,LF,gevels,0.4771,Y,696.5158758129559,1,33591.0
176,177,nw,NW,rons,0.0,N,1009.1588043133202,0,33591.0
1,2,rw,LF,hese,0.301,Y,743.5818226367636,1,33591.0
170,171,nw,NW,glijp,0.0,N,804.4299208281285,1,33591.0
62,63,rw,HF,begin,3.9267,Y,574.6313691547535,1,33591.0
27,28,rw,LF,klavier,0.699,Y,882.4657856039446,1,33591.0
193,194,nw,NW,pruit,0.0,N,656.8328017888841,0,33591.0
166,167,nw,NW,pectars,0.0,N,1175.002293859857,1,33591.0
103,104,nw,NW,goont,0.0,N,1036.328085947519,1,33591.0
52,53,rw,HF,boek,3.8196,Y,528.5604727158131,1,33591.0
108,109,nw,NW,giep,0.0,N,985.1004670582483,1,33591.0
133,134,nw,NW,vrijk,0.0,N,780.1882150279899,1,33591.0
197,198,nw,NW,snarpen,0.0,N,931.8258293039958,1,33591.0
18,19,rw,LF,etui,0.6021,Y,582.4166273182757,1,33591.0
132,133,nw,NW,gefruld,0.0,N,1030.6878585753227,1,33591.0
4,5,rw,LF,ponten,0.301,Y,509.35534595908746,1,33591.0
153,154,nw,NW,gefaapt,0.0,N,768.4147758100963,0,33591.0
121,122,nw,NW,bluit,0.0,N,910.1553325624096,1,33591.0
74,75,rw,HF,vroeg,4.1163,Y,400.69048545956935,0,33591.0
178,179,nw,NW,monen,0.0,N,972.2247928008933,1,33591.0
24,25,rw,LF,ambten,0.699,Y,523.6459397284001,1,33591.0
84,85,rw,HF,zag,4.3048,Y,492.2387489659528,1,33591.0
125,126,nw,NW,zelijk,0.0,N,1000.0133109077838,1,33591.0
100,101,nw,NW,millag,0.0,N,670.0033546195039,0,33591.0
34,35,rw,LF,margriet,0.7782,Y,701.4390985700845,1,33591.0
93,94,rw,HF,gedaan,4.5868,Y,716.2847266355204,1,33591.0
81,82,rw,HF,morgen,4.2678,Y,516.2707073586321,0,33591.0
184,185,nw,NW,drintels,0.0,N,717.0078024881644,1,33591.0
80,81,rw,HF,krijg,4.214,Y,583.6353371326894,1,33591.0
179,180,nw,NW,kijs,0.0,N,966.2934874911132,1,33591.0
102,103,nw,NW,brum,0.0,N,989.6468187954672,1,33591.0
32,33,rw,LF,woei,0.699,Y,915.234720141445,0,33591.0
99,100,rw,HF,kom,5.0578,Y,505.7139150249598,1,33591.0
186,187,nw,NW,gevupt,0.0,N,698.3440431418018,0,33591.0
180,181,nw,NW,herken,0.0,N,1093.0724750209317,1,33591.0
83,84,rw,HF,auto,4.3017,Y,496.26769302923674,1,33591.0
72,73,rw,HF,gemaakt,4.0844,Y,708.9866353222849,1,33591.0
50,51,rw,HF,plan,3.7972,Y,417.93477350478156,0,33591.0
199,200,nw,NW,fankel,0.0,N,806.057895666519,1,33591.0
118,119,nw,NW,doppel,0.0,N,868.0040040754639,1,33591.0
152,153,nw,NW,entel,0.0,N,1071.7255110384842,0,33591.0
195,196,nw,NW,rokan,0.0,N,1002.832474622893,1,33591.0
29,30,rw,LF,oker,0.699,Y,957.1882359450075,1,33591.0
67,68,rw,HF,soort,3.9872,Y,561.2598089935381,1,33591.0
136,137,nw,NW,smaan,0.0,N,1019.71790609535,0,33591.0
86,87,rw,HF,ging,4.3434,Y,382.65123858985555,1,33591.0
181,182,nw,NW,hormen,0.0,N,795.8584153871916,0,33591.0
70,71,rw,HF,ogen,4.0572,Y,558.7094103639306,1,33591.0
101,102,nw,NW,labber,0.0,N,1227.675284753389,1,33591.0
189,190,nw,NW,ploe,0.0,N,1207.8035586039741,1,33591.0
31,32,rw,LF,suste,0.699,Y,498.8737404793888,1,33591.0
47,48,rw,LF,balkons,0.9542,Y,462.8056972637625,1,33591.0
159,160,nw,NW,jaat,0.0,N,1142.066372548335,0,33591.0
154,155,nw,NW,pals,0.0,N,904.4561586899265,1,33591.0
26,27,rw,LF,flans,0.699,Y,564.5722383452373,1,33591.0
196,197,nw,NW,zerder,0.0,N,1022.0049130542608,1,33591.0
129,130,nw,NW,bralat,0.0,N,852.3124187136389,0,33591.0
124,125,nw,NW,kabrieken,0.0,N,1025.711508583963,0,33591.0
106,107,nw,NW,gals,0.0,N,1012.8355973775973,0,33591.0
59,60,rw,HF,vallen,3.8985,Y,296.2307688575394,1,33591.0
49,50,rw,LF,gisten,0.9542,Y,755.1677767240933,1,33591.0
163,164,nw,NW,snoen,0.0,N,797.9740261211791,1,33591.0
162,163,nw,NW,plond,0.0,N,1028.3517168633716,1,33591.0
23,24,rw,LF,wrongel,0.6021,Y,712.940262097578,0,33591.0
122,123,nw,NW,kiemeten,0.0,N,1104.1700205528705,1,33591.0
150,151,nw,NW,plirken,0.0,N,995.8589168910796,1,33591.0
42,43,rw,LF,stengels,0.8451,Y,586.5676874040687,1,33591.0
85,86,rw,HF,idee,4.3247,Y,337.20537574561166,1,33591.0
168,169,nw,NW,plin,0.0,N,846.7767889350473,0,33591.0
130,131,nw,NW,rogenten,0.0,N,1047.2059951562835,1,33591.0
151,152,nw,NW,grede,0.0,N,1029.734658565716,1,33591.0
113,114,nw,NW,gesmalpt,0.0,N,1208.0593135924832,1,33591.0
119,120,nw,NW,verke,0.0,N,876.8958948594399,1,33591.0
