,stim_id,condition,freq_category,word,subtlex_log10freq,correct_response,ResponseTime,Accuracy,id
52,53,rw,HF,boek,3.8196,Y,541.3673723459441,1,15577.0
129,130,nw,NW,bralat,0.0,N,865.6517830988147,1,15577.0
185,186,nw,NW,brad,0.0,N,774.0301172405046,1,15577.0
145,146,nw,NW,gewunnen,0.0,N,1011.7857687349397,1,15577.0
169,170,nw,NW,moksen,0.0,N,1119.922991249266,1,15577.0
59,60,rw,HF,vallen,3.8985,Y,539.7935152657459,1,15577.0
39,40,rw,LF,topaas,0.7782,Y,603.209531326863,0,15577.0
139,140,nw,NW,murselein,0.0,N,882.9502379855543,1,15577.0
170,171,nw,NW,glijp,0.0,N,875.0400350063607,1,15577.0
8,9,rw,LF,reigers,0.301,Y,619.1541394773217,1,15577.0
41,42,rw,LF,lome,0.8451,Y,700.5833609189352,0,15577.0
187,188,nw,NW,klaam,0.0,N,996.1544448172897,1,15577.0
194,195,nw,NW,pirrel,0.0,N,890.5066681958111,1,15577.0
111,112,nw,NW,breent,0.0,N,992.530572483723,1,15577.0
143,144,nw,NW,ant,0.0,N,971.6672903443734,1,15577.0
109,110,nw,NW,women,0.0,N,1026.615051735581,1,15577.0
76,77,rw,HF,hen,4.158,Y,441.9183409810349,0,15577.0
18,19,rw,LF,etui,0.6021,Y,739.4564129287191,1,15577.0
6,7,rw,LF,rafel,0.301,Y,609.1190175751498,1,15577.0
115,116,nw,NW,plenk,0.0,N,995.5079746365922,1,15577.0
71,72,rw,HF,lekker,4.082,Y,621.6202224437072,1,15577.0
198,199,nw,NW,spodiel,0.0,N,1097.4897119413413,1,15577.0
155,156,nw,NW,loedsels,0.0,N,1034.2877545739877,1,15577.0
49,50,rw,LF,gisten,0.9542,Y,686.8368993884471,1,15577.0
186,187,nw,NW,gevupt,0.0,N,916.539041411055,1,15577.0
119,120,nw,NW,verke,0.0,N,1036.401728218528,1,15577.0
24,25,rw,LF,ambten,0.699,Y,698.0700556409321,1,15577.0
189,190,nw,NW,ploe,0.0,N,876.5641144346074,0,15577.0
34,35,rw,LF,margriet,0.7782,Y,687.8698957084924,1,15577.0
57,58,rw,HF,heren,3.8659,Y,415.29261850789146,0,15577.0
0,1,rw,LF,buidels,0.301,Y,787.7102277047669,1,15577.0
5,6,rw,LF,puien,0.301,Y,723.8457867787331,1,15577.0
154,155,nw,NW,pals,0.0,N,1056.33903080375,1,15577.0
61,62,rw,HF,gaf,3.923,Y,490.9465924704211,1,15577.0
150,151,nw,NW,plirken,0.0,N,908.7256731022312,1,15577.0
140,141,nw,NW,kimensie,0.0,N,1026.6521388809138,1,15577.0
178,179,nw,NW,monen,0.0,N,1147.5125616110822,1,15577.0
48,49,rw,LF,bonkte,0.9542,Y,807.4198823755601,0,15577.0
73,74,rw,HF,help,4.0879,Y,316.423825660425,1,15577.0
67,68,rw,HF,soort,3.9872,Y,624.1036096239707,1,15577.0
60,61,rw,HF,los,3.9075,Y,356.4322421106626,1,15577.0
135,136,nw,NW,kumus,0.0,N,870.4082960613741,1,15577.0
160,161,nw,NW,gietsen,0.0,N,983.2911256783154,1,15577.0
105,106,nw,NW,slont,0.0,N,963.7810852820328,1,15577.0
176,177,nw,NW,rons,0.0,N,1073.6611525191315,1,15577.0
9,10,rw,LF,sikkels,0.301,Y,697.6435953825373,1,15577.0
20,21,rw,LF,schuiten,0.6021,Y,798.6174173413746,1,15577.0
85,86,rw,HF,idee,4.3247,Y,496.921420899063,1,15577.0
94,95,rw,HF,dood,4.6374,Y,660.6109659812993,0,15577.0
193,194,nw,NW,pruit,0.0,N,927.0239881501362,0,15577.0
173,174,nw,NW,bluurde,0.0,N,1070.6882263379482,1,15577.0
114,115,nw,NW,liek,0.0,N,1018.2457184082866,0,15577.0
183,184,nw,NW,rieve,0.0,N,945.5868995923556,0,15577.0
190,191,nw,NW,darboen,0.0,N,894.8162599809631,1,15577.0
68,69,rw,HF,sta,4.0123,Y,542.5431898671366,0,15577.0
83,84,rw,HF,auto,4.3017,Y,523.9485586045644,1,15577.0
