,stim_id,condition,freq_category,word,subtlex_log10freq,correct_response,ResponseTime,Accuracy,id
25,26,rw,LF,beitels,0.699,Y,783.0018194879772,1,59739.0
123,124,nw,NW,vebras,0.0,N,1010.9094449028563,0,59739.0
52,53,rw,HF,boek,3.8196,Y,457.1039556349685,1,59739.0
31,32,rw,LF,suste,0.699,Y,485.24709167565254,1,59739.0
40,41,rw,LF,zolders,0.7782,Y,719.9207665168939,1,59739.0
141,142,nw,NW,gardien,0.0,N,1018.139246434748,1,59739.0
21,22,rw,LF,spurt,0.6021,Y,636.4856825131019,0,59739.0
160,161,nw,NW,gietsen,0.0,N,1223.1898968595615,1,59739.0
76,77,rw,HF,hen,4.158,Y,692.2035363246055,1,59739.0
73,74,rw,HF,help,4.0879,Y,614.5075027556751,1,59739.0
96,97,rw,HF,zeg,4.6872,Y,436.8253770025441,0,59739.0
163,164,nw,NW,snoen,0.0,N,987.7234596075845,1,59739.0
86,87,rw,HF,ging,4.3434,Y,603.3466625737681,0,59739.0
18,19,rw,LF,etui,0.6021,Y,572.6776107150272,1,59739.0
128,129,nw,NW,grantel,0.0,N,1224.82906235319,1,59739.0
6,7,rw,LF,rafel,0.301,Y,730.369788388002,1,59739.0
170,171,nw,NW,glijp,0.0,N,888.211228092511,1,59739.0
69,70,rw,HF,juist,4.0152,Y,573.222693022111,1,59739.0
13,14,rw,LF,juffen,0.4771,Y,663.4018459198818,1,59739.0
142,143,nw,NW,rakot,0.0,N,1175.575674463973,1,59739.0
182,183,nw,NW,zuun,0.0,N,963.7266793508998,1,59739.0
5,6,rw,LF,puien,0.301,Y,712.9679013255527,1,59739.0
122,123,nw,NW,kiemeten,0.0,N,912.7781893897879,1,59739.0
186,187,nw,NW,gevupt,0.0,N,1224.6841272291163,0,59739.0
23,24,rw,LF,wrongel,0.6021,Y,666.941783607354,1,59739.0
37,38,rw,LF,sfinxen,0.7782,Y,565.5059353806789,0,59739.0
87,88,rw,HF,werd,4.3552,Y,694.8736600453276,1,59739.0
70,71,rw,HF,ogen,4.0572,Y,543.130064721716,1,59739.0
46,47,rw,LF,venkel,0.9031,Y,744.8543829796496,0,59739.0
62,63,rw,HF,begin,3.9267,Y,416.39584518474965,1,59739.0
59,60,rw,HF,vallen,3.8985,Y,429.29596888044347,1,59739.0
156,157,nw,NW,udel,0.0,N,1030.3202931545957,1,59739.0
198,199,nw,NW,spodiel,0.0,N,926.2289669349079,1,59739.0
66,67,rw,HF,plaats,3.97,Y,483.7190959918816,1,59739.0
168,169,nw,NW,plin,0.0,N,1103.937674983394,1,59739.0
92,93,rw,HF,dacht,4.5313,Y,413.11043606524896,1,59739.0
20,21,rw,LF,schuiten,0.6021,Y,739.1426758842748,1,59739.0
83,84,rw,HF,auto,4.3017,Y,497.0786884316381,1,59739.0
166,167,nw,NW,pectars,0.0,N,1011.8423687229788,0,59739.0
107,108,nw,NW,geslonden,0.0,N,901.8686954401865,1,59739.0
143,144,nw,NW,ant,0.0,N,1356.6004250851818,1,59739.0
100,101,nw,NW,millag,0.0,N,1183.0666165662954,1,59739.0
68,69,rw,HF,sta,4.0123,Y,473.5115990837349,0,59739.0
0,1,rw,LF,buidels,0.301,Y,690.9628116809114,1,59739.0
71,72,rw,HF,lekker,4.082,Y,454.66028455660546,1,59739.0
117,118,nw,NW,prookt,0.0,N,1068.880109830294,1,59739.0
16,17,rw,LF,clusters,0.6021,Y,663.4521945868114,1,59739.0
48,49,rw,LF,bonkte,0.9542,Y,637.840332524562,1,59739.0
115,116,nw,NW,plenk,0.0,N,1019.6190962859247,1,59739.0
189,190,nw,NW,ploe,0.0,N,1047.2616260321818,0,59739.0
56,57,rw,HF,reden,3.8548,Y,694.297133074651,0,59739.0
188,189,nw,NW,trorg,0.0,N,759.3804634537166,1,59739.0
178,179,nw,NW,monen,0.0,N,628.0968808270095,1,59739.0
97,98,rw,HF,had,4.9643,Y,490.76591039810523,1,59739.0
39,40,rw,LF,topaas,0.7782,Y,750.5338520643659,0,59739.0
22,23,rw,LF,strotten,0.6021,Y,547.7760902462057,1,59739.0
199,200,nw,NW,fankel,0.0,N,1088.8687474746714,1,59739.0
106,107,nw,NW,gals,0.0,N,1034.8117139409112,1,59739.0
124,125,nw,NW,kabrieken,0.0,N,982.4236539909715,1,59739.0
10,11,rw,LF,stekken,0.301,Y,428.5949433665931,1,59739.0
184,185,nw,NW,drintels,0.0,N,1072.3696756276886,1,59739.0
11,12,rw,LF,barse,0.4771,Y,585.9941870987204,1,59739.0
144,145,nw,NW,bezans,0.0,N,945.5159696072039,1,59739.0
19,20,rw,LF,schoffels,0.6021,Y,712.9497825075429,0,59739.0
2,3,rw,LF,imams,0.301,Y,573.2067175315597,1,59739.0
42,43,rw,LF,stengels,0.8451,Y,855.3194086702335,0,59739.0
162,163,nw,NW,plond,0.0,N,989.8285514095738,1,59739.0
77,78,rw,HF,open,4.1693,Y,796.1452698953682,0,59739.0
138,139,nw,NW,stodeum,0.0,N,886.2019536964261,0,59739.0
118,119,nw,NW,doppel,0.0,N,995.2255824309316,1,59739.0
9,10,rw,LF,sikkels,0.301,Y,794.9787419947592,0,59739.0
130,131,nw,NW,rogenten,0.0,N,1129.2215348383165,1,59739.0
139,140,nw,NW,murselein,0.0,N,1043.4615745885185,0,59739.0
126,127,nw,NW,sluinen,0.0,N,890.1873552968375,1,59739.0
174,175,nw,NW,nergen,0.0,N,1012.9238535689872,1,59739.0
60,61,rw,HF,los,3.9075,Y,810.3645702648237,1,59739.0
79,80,rw,HF,eigen,4.1922,Y,500.6697134122062,1,59739.0
135,136,nw,NW,kumus,0.0,N,868.3141546459137,1,59739.0
195,196,nw,NW,rokan,0.0,N,975.5132644856658,0,59739.0
43,44,rw,LF,stram,0.8451,Y,737.4364008143688,0,59739.0
17,18,rw,LF,deun,0.6021,Y,793.1741271886659,0,59739.0
36,37,rw,LF,rogge,0.7782,Y,740.205758991551,1,59739.0
3,4,rw,LF,polders,0.301,Y,731.7387744655712,1,59739.0
110,111,nw,NW,kormel,0.0,N,978.3210672565133,1,59739.0
47,48,rw,LF,balkons,0.9542,Y,792.812832157268,1,59739.0
148,149,nw,NW,leumen,0.0,N,853.4321040367315,0,59739.0
190,191,nw,NW,darboen,0.0,N,936.7628164325035,1,59739.0
197,198,nw,NW,snarpen,0.0,N,973.1257246461748,1,59739.0
183,184,nw,NW,rieve,0.0,N,992.7857316833066,1,59739.0
154,155,nw,NW,pals,0.0,N,1042.6753265615366,0,59739.0
26,27,rw,LF,flans,0.699,Y,923.5257824098744,1,59739.0
1,2,rw,LF,hese,0.301,Y,399.3430125721834,1,59739.0
50,51,rw,HF,plan,3.7972,Y,528.248143363312,1,59739.0
78,79,rw,HF,uur,4.1832,Y,535.7462456107826,1,59739.0
109,110,nw,NW,women,0.0,N,945.126379371288,1,59739.0
140,141,nw,NW,kimensie,0.0,N,986.2435647246917,0,59739.0
105,106,nw,NW,slont,0.0,N,789.8682954398561,1,59739.0
179,180,nw,NW,kijs,0.0,N,1125.0020406950366,0,59739.0
165,166,nw,NW,mijk,0.0,N,1137.633001667218,1,59739.0
32,33,rw,LF,woei,0.699,Y,445.35747782953376,1,59739.0
159,160,nw,NW,jaat,0.0,N,1132.448473854428,1,59739.0
84,85,rw,HF,zag,4.3048,Y,444.9031057930287,1,59739.0
177,178,nw,NW,gimmel,0.0,N,1171.7150596333527,1,59739.0
29,30,rw,LF,oker,0.699,Y,577.3009259524774,1,59739.0
134,135,nw,NW,vlorken,0.0,N,962.6293367311688,0,59739.0
155,156,nw,NW,loedsels,0.0,N,1095.531866250957,0,59739.0
180,181,nw,NW,herken,0.0,N,967.7089482971575,1,59739.0
99,100,rw,HF,kom,5.0578,Y,733.8181496967242,1,59739.0
132,133,nw,NW,gefruld,0.0,N,1212.8378785433051,0,59739.0
34,35,rw,LF,margriet,0.7782,Y,684.8371938181091,1,59739.0
63,64,rw,HF,bezig,3.934,Y,646.3163709815618,1,59739.0
