,stim_id,condition,freq_category,word,subtlex_log10freq,correct_response,ResponseTime,Accuracy,id
169,170,nw,NW,moksen,0.0,N,939.9354969628838,1,91578.0
18,19,rw,LF,etui,0.6021,Y,786.6700872206774,0,91578.0
138,139,nw,NW,stodeum,0.0,N,1057.4627674301364,0,91578.0
45,46,rw,LF,lijsters,0.9031,Y,444.62173899428035,1,91578.0
137,138,nw,NW,glaf,0.0,N,1063.0652023702137,1,91578.0
164,165,nw,NW,tombel,0.0,N,1109.793405273881,0,91578.0
97,98,rw,HF,had,4.9643,Y,393.33575810857525,0,91578.0
106,107,nw,NW,gals,0.0,N,1053.0728598494898,0,91578.0
105,106,nw,NW,slont,0.0,N,1037.4746256971468,0,91578.0
29,30,rw,LF,oker,0.699,Y,633.051520210174,1,91578.0
168,169,nw,NW,plin,0.0,N,926.3758869066044,0,91578.0
92,93,rw,HF,dacht,4.5313,Y,544.7905520141636,1,91578.0
90,91,rw,HF,hele,4.4246,Y,628.1766367624716,1,91578.0
73,74,rw,HF,help,4.0879,Y,473.5809994446695,1,91578.0
27,28,rw,LF,klavier,0.699,Y,733.6166882357252,1,91578.0
67,68,rw,HF,soort,3.9872,Y,349.8091446377824,1,91578.0
85,86,rw,HF,idee,4.3247,Y,511.6747356017978,1,91578.0
38,39,rw,LF,sjalot,0.7782,Y,790.7703451769864,1,91578.0
63,64,rw,HF,bezig,3.934,Y,460.0488043939054,1,91578.0
190,191,nw,NW,darboen,0.0,N,1007.7255449738574,1,91578.0
121,122,nw,NW,bluit,0.0,N,1049.0780366848164,1,91578.0
120,121,nw,NW,nammer,0.0,N,1000.8527640162023,1,91578.0
24,25,rw,LF,ambten,0.699,Y,491.94585131037223,0,91578.0
100,101,nw,NW,millag,0.0,N,978.5253624522875,1,91578.0
136,137,nw,NW,smaan,0.0,N,1000.1772526651532,1,91578.0
145,146,nw,NW,gewunnen,0.0,N,1056.434060500574,1,91578.0
89,90,rw,HF,wist,4.4149,Y,434.59954799337936,0,91578.0
196,197,nw,NW,zerder,0.0,N,976.9173229551375,0,91578.0
69,70,rw,HF,juist,4.0152,Y,499.15404686423926,1,91578.0
48,49,rw,LF,bonkte,0.9542,Y,708.7668739289359,1,91578.0
62,63,rw,HF,begin,3.9267,Y,376.6710321145882,1,91578.0
11,12,rw,LF,barse,0.4771,Y,728.4382228233533,1,91578.0
80,81,rw,HF,krijg,4.214,Y,456.195571599934,1,91578.0
197,198,nw,NW,snarpen,0.0,N,1112.69438973838,1,91578.0
12,13,rw,LF,gevels,0.4771,Y,577.5999802597951,1,91578.0
23,24,rw,LF,wrongel,0.6021,Y,605.4309499626974,1,91578.0
17,18,rw,LF,deun,0.6021,Y,554.2379378684826,0,91578.0
167,168,nw,NW,stiraal,0.0,N,985.3595579706124,1,91578.0
150,151,nw,NW,plirken,0.0,N,914.8577436484368,1,91578.0
66,67,rw,HF,plaats,3.97,Y,506.43458695199786,1,91578.0
154,155,nw,NW,pals,0.0,N,854.4712656465322,1,91578.0
144,145,nw,NW,bezans,0.0,N,1141.8300039337728,1,91578.0
57,58,rw,HF,heren,3.8659,Y,391.06571512913007,1,91578.0
86,87,rw,HF,ging,4.3434,Y,433.756964150981,0,91578.0
191,192,nw,NW,megen,0.0,N,1067.226338503762,1,91578.0
171,172,nw,NW,vlump,0.0,N,994.8217876885867,1,91578.0
160,161,nw,NW,gietsen,0.0,N,958.3892760806223,1,91578.0
114,115,nw,NW,liek,0.0,N,1117.9489725322326,1,91578.0
130,131,nw,NW,rogenten,0.0,N,886.1750653571878,1,91578.0
165,166,nw,NW,mijk,0.0,N,1028.1293791658597,1,91578.0
10,11,rw,LF,stekken,0.301,Y,590.51608681403,1,91578.0
25,26,rw,LF,beitels,0.699,Y,686.0220610475853,1,91578.0
123,124,nw,NW,vebras,0.0,N,1106.2463442484618,0,91578.0
104,105,nw,NW,jugen,0.0,N,984.6962715787504,1,91578.0
103,104,nw,NW,goont,0.0,N,1057.038944182756,1,91578.0
94,95,rw,HF,dood,4.6374,Y,399.5907349356148,0,91578.0
49,50,rw,LF,gisten,0.9542,Y,648.540521512282,1,91578.0
2,3,rw,LF,imams,0.301,Y,723.6328010966921,1,91578.0
59,60,rw,HF,vallen,3.8985,Y,495.65321044714483,1,91578.0
36,37,rw,LF,rogge,0.7782,Y,689.9401589764877,1,91578.0
146,147,nw,NW,kuukt,0.0,N,1097.209669021348,0,91578.0
98,99,rw,HF,bij,5.0328,Y,614.8554917949506,1,91578.0
143,144,nw,NW,ant,0.0,N,1079.1722738066944,1,91578.0
122,123,nw,NW,kiemeten,0.0,N,1167.889917458165,1,91578.0
32,33,rw,LF,woei,0.699,Y,563.0668341466821,1,91578.0
183,184,nw,NW,rieve,0.0,N,1049.8516337709088,1,91578.0
74,75,rw,HF,vroeg,4.1163,Y,338.7760493989633,1,91578.0
64,65,rw,HF,zoek,3.9398,Y,205.0983583237953,1,91578.0
42,43,rw,LF,stengels,0.8451,Y,863.7585423068349,1,91578.0
158,159,nw,NW,rastel,0.0,N,999.3633768114923,1,91578.0
155,156,nw,NW,loedsels,0.0,N,1088.3389335794004,1,91578.0
178,179,nw,NW,monen,0.0,N,1017.1266103695356,1,91578.0
189,190,nw,NW,ploe,0.0,N,1054.6085446269208,0,91578.0
174,175,nw,NW,nergen,0.0,N,1012.6970896021164,0,91578.0
91,92,rw,HF,moeder,4.4554,Y,492.4897725894943,1,91578.0
172,173,nw,NW,klaap,0.0,N,1091.7601955450828,1,91578.0
68,69,rw,HF,sta,4.0123,Y,594.7060431745637,1,91578.0
81,82,rw,HF,morgen,4.2678,Y,406.2493406630654,0,91578.0
34,35,rw,LF,margriet,0.7782,Y,452.5285555609727,1,91578.0
142,143,nw,NW,rakot,0.0,N,1046.213286481003,1,91578.0
88,89,rw,HF,geweest,4.3568,Y,421.42114285187984,1,91578.0
9,10,rw,LF,sikkels,0.301,Y,654.2278570151153,1,91578.0
108,109,nw,NW,giep,0.0,N,789.9971246014495,0,91578.0
3,4,rw,LF,polders,0.301,Y,581.5011072695389,1,91578.0
51,52,rw,HF,hield,3.8191,Y,453.28049947779596,1,91578.0
33,34,rw,LF,gonsde,0.7782,Y,745.3623417096953,1,91578.0
58,59,rw,HF,redden,3.8783,Y,195.9100331196135,1,91578.0
134,135,nw,NW,vlorken,0.0,N,969.5067613678325,1,91578.0
16,17,rw,LF,clusters,0.6021,Y,795.3861152749414,1,91578.0
72,73,rw,HF,gemaakt,4.0844,Y,315.74816342486554,1,91578.0
176,177,nw,NW,rons,0.0,N,994.8731517535729,1,91578.0
0,1,rw,LF,buidels,0.301,Y,600.1572675499823,1,91578.0
133,134,nw,NW,vrijk,0.0,N,981.7575022371784,1,91578.0
156,157,nw,NW,udel,0.0,N,1028.2432082791195,1,91578.0
113,114,nw,NW,gesmalpt,0.0,N,971.1508360623654,1,91578.0
127,128,nw,NW,kandola,0.0,N,1024.3527438037866,1,91578.0
44,45,rw,LF,grief,0.9031,Y,728.1640151674233,1,91578.0
1,2,rw,LF,hese,0.301,Y,668.1424418534967,1,91578.0
170,171,nw,NW,glijp,0.0,N,1031.8099746881571,1,91578.0
22,23,rw,LF,strotten,0.6021,Y,685.0661619207676,1,91578.0
107,108,nw,NW,geslonden,0.0,N,956.7398854319755,1,91578.0
126,127,nw,NW,sluinen,0.0,N,1023.8295600720216,1,91578.0
147,148,nw,NW,kadders,0.0,N,963.0872421869866,0,91578.0
28,29,rw,LF,lanen,0.699,Y,737.7283720609223,1,91578.0
125,126,nw,NW,zelijk,0.0,N,1078.6909808048606,1,91578.0
131,132,nw,NW,fradingo,0.0,N,961.463110695226,1,91578.0
55,56,rw,HF,hard,3.8435,Y,488.48259849992,1,91578.0
119,120,nw,NW,verke,0.0,N,1060.0536611317684,0,91578.0
61,62,rw,HF,gaf,3.923,Y,452.7380402026353,1,91578.0
118,119,nw,NW,doppel,0.0,N,1008.6238202621513,1,91578.0
186,187,nw,NW,gevupt,0.0,N,932.8941433754071,1,91578.0
71,72,rw,HF,lekker,4.082,Y,391.70396496048943,1,91578.0
40,41,rw,LF,zolders,0.7782,Y,784.703536286833,0,91578.0
50,51,rw,HF,plan,3.7972,Y,401.6626595396008,1,91578.0
179,180,nw,NW,kijs,0.0,N,1157.7528406773172,1,91578.0
188,189,nw,NW,trorg,0.0,N,1008.4141903910108,0,91578.0
192,193,nw,NW,nef,0.0,N,1043.2339396529542,0,91578.0
21,22,rw,LF,spurt,0.6021,Y,561.3308391322053,1,91578.0
148,149,nw,NW,leumen,0.0,N,990.5624692396043,1,91578.0
43,44,rw,LF,stram,0.8451,Y,599.8330365726139,0,91578.0
109,110,nw,NW,women,0.0,N,956.7150935839566,1,91578.0
159,160,nw,NW,jaat,0.0,N,963.7652598918752,1,91578.0
198,199,nw,NW,spodiel,0.0,N,1068.2714960213104,1,91578.0
52,53,rw,HF,boek,3.8196,Y,451.19985473743725,1,91578.0
132,133,nw,NW,gefruld,0.0,N,1027.166776943709,0,91578.0
70,71,rw,HF,ogen,4.0572,Y,404.40779988808106,1,91578.0
82,83,rw,HF,vraag,4.281,Y,700.3887734535364,1,91578.0
112,113,nw,NW,vroel,0.0,N,926.3644740102854,1,91578.0
20,21,rw,LF,schuiten,0.6021,Y,754.2100944305856,1,91578.0
53,54,rw,HF,baby,3.8221,Y,375.8952787786441,1,91578.0
79,80,rw,HF,eigen,4.1922,Y,315.5412132803648,0,91578.0
128,129,nw,NW,grantel,0.0,N,979.912324652582,1,91578.0
87,88,rw,HF,werd,4.3552,Y,455.2819832825419,1,91578.0
173,174,nw,NW,bluurde,0.0,N,928.0803367164729,0,91578.0
95,96,rw,HF,zit,4.666,Y,512.79908263611,1,91578.0
60,61,rw,HF,los,3.9075,Y,466.1028342030006,1,91578.0
30,31,rw,LF,porde,0.699,Y,659.419069784672,0,91578.0
6,7,rw,LF,rafel,0.301,Y,536.2327800309697,1,91578.0
140,141,nw,NW,kimensie,0.0,N,957.3724416570572,0,91578.0
162,163,nw,NW,plond,0.0,N,924.020054240845,1,91578.0
31,32,rw,LF,suste,0.699,Y,812.9140177128897,1,91578.0
185,186,nw,NW,brad,0.0,N,866.1504147902738,1,91578.0
26,27,rw,LF,flans,0.699,Y,685.8934707571648,1,91578.0
175,176,nw,NW,kwarp,0.0,N,1073.2212429998353,1,91578.0
181,182,nw,NW,hormen,0.0,N,882.6506395541388,1,91578.0
182,183,nw,NW,zuun,0.0,N,1043.1016163638703,1,91578.0
194,195,nw,NW,pirrel,0.0,N,1063.197236499292,1,91578.0
84,85,rw,HF,zag,4.3048,Y,510.007197191547,0,91578.0
184,185,nw,NW,drintels,0.0,N,910.8228277087701,1,91578.0
99,100,rw,HF,kom,5.0578,Y,331.9568538729614,1,91578.0
195,196,nw,NW,rokan,0.0,N,1054.6770457289024,0,91578.0
129,130,nw,NW,bralat,0.0,N,1039.7184368240298,1,91578.0
15,16,rw,LF,snert,0.4771,Y,701.5322481345789,1,91578.0
8,9,rw,LF,reigers,0.301,Y,576.4846533562462,0,91578.0
163,164,nw,NW,snoen,0.0,N,1093.8665100351188,1,91578.0
102,103,nw,NW,brum,0.0,N,1129.3671083812967,0,91578.0
101,102,nw,NW,labber,0.0,N,974.7580094541528,1,91578.0
166,167,nw,NW,pectars,0.0,N,942.9583784980916,1,91578.0
139,140,nw,NW,murselein,0.0,N,988.1381985328443,1,91578.0
14,15,rw,LF,karpers,0.4771,Y,777.9199561301266,0,91578.0
77,78,rw,HF,open,4.1693,Y,560.8865272654295,1,91578.0
83,84,rw,HF,auto,4.3017,Y,380.62396170515456,1,91578.0
93,94,rw,HF,gedaan,4.5868,Y,447.1528979261414,1,91578.0
157,158,nw,NW,rufel,0.0,N,970.0854060054774,1,91578.0
153,154,nw,NW,gefaapt,0.0,N,1037.5252276596195,1,91578.0
116,117,nw,NW,groeken,0.0,N,1032.1521943235302,1,91578.0
96,97,rw,HF,zeg,4.6872,Y,545.129022637894,1,91578.0
4,5,rw,LF,ponten,0.301,Y,689.0100746156711,1,91578.0
177,178,nw,NW,gimmel,0.0,N,952.6911681190289,1,91578.0
135,136,nw,NW,kumus,0.0,N,1017.660780285002,1,91578.0
65,66,rw,HF,wakker,3.9448,Y,600.9112163626564,1,91578.0
117,118,nw,NW,prookt,0.0,N,1063.1502730360808,1,91578.0
46,47,rw,LF,venkel,0.9031,Y,813.1218202091251,1,91578.0
152,153,nw,NW,entel,0.0,N,1073.7599151645773,1,91578.0
75,76,rw,HF,wachten,4.1516,Y,382.5139903173388,1,91578.0
180,181,nw,NW,herken,0.0,N,868.4666795437736,1,91578.0
111,112,nw,NW,breent,0.0,N,1085.8094148901775,0,91578.0
13,14,rw,LF,juffen,0.4771,Y,789.8245227186474,1,91578.0
124,125,nw,NW,kabrieken,0.0,N,992.2462951140262,1,91578.0
78,79,rw,HF,uur,4.1832,Y,421.07888780271827,0,91578.0
7,8,rw,LF,ratels,0.301,Y,665.5285565768194,1,91578.0
193,194,nw,NW,pruit,0.0,N,962.4867497574583,1,91578.0
151,152,nw,NW,grede,0.0,N,891.4794596847466,0,91578.0
41,42,rw,LF,lome,0.8451,Y,543.4328825868816,1,91578.0
141,142,nw,NW,gardien,0.0,N,961.6614598580804,1,91578.0
149,150,nw,NW,knaarde,0.0,N,1066.5317342649628,0,91578.0
35,36,rw,LF,metrum,0.7782,Y,703.2230123707353,0,91578.0
199,200,nw,NW,fankel,0.0,N,1112.125678039875,1,91578.0
110,111,nw,NW,kormel,0.0,N,1117.305446099244,1,91578.0
5,6,rw,LF,puien,0.301,Y,549.0810267760663,1,91578.0
161,162,nw,NW,gebeikt,0.0,N,1047.3482801834555,1,91578.0
19,20,rw,LF,schoffels,0.6021,Y,575.5504525146314,0,91578.0
54,55,rw,HF,recht,3.8432,Y,567.2526651889765,0,91578.0
187,188,nw,NW,klaam,0.0,N,1033.455859080577,1,91578.0
39,40,rw,LF,topaas,0.7782,Y,790.0263232926833,1,91578.0
47,48,rw,LF,balkons,0.9542,Y,589.0027275106668,1,91578.0
76,77,rw,HF,hen,4.158,Y,449.9106738055454,1,91578.0
37,38,rw,LF,sfinxen,0.7782,Y,749.1007024002744,1,91578.0
115,116,nw,NW,plenk,0.0,N,995.3327197457883,1,91578.0
56,57,rw,HF,reden,3.8548,Y,579.1462412409032,1,91578.0
