,stim_id,condition,freq_category,word,subtlex_log10freq,correct_response,ResponseTime,Accuracy,id
154,155,nw,NW,pals,0.0,N,977.6184590538613,1,32071.0
103,104,nw,NW,goont,0.0,N,1073.0416565471612,1,32071.0
42,43,rw,LF,stengels,0.8451,Y,808.2755065568184,1,32071.0
126,127,nw,NW,sluinen,0.0,N,997.5184636653826,1,32071.0
52,53,rw,HF,boek,3.8196,Y,511.74192100513704,1,32071.0
132,133,nw,NW,gefruld,0.0,N,1010.1361579717076,0,32071.0
72,73,rw,HF,gemaakt,4.0844,Y,492.6541770377333,0,32071.0
108,109,nw,NW,giep,0.0,N,1161.1681883905972,1,32071.0
32,33,rw,LF,woei,0.699,Y,705.6799326640657,1,32071.0
93,94,rw,HF,gedaan,4.5868,Y,415.1153660940003,1,32071.0
82,83,rw,HF,vraag,4.281,Y,509.593164895844,1,32071.0
40,41,rw,LF,zolders,0.7782,Y,643.8550454330408,1,32071.0
194,195,nw,NW,pirrel,0.0,N,999.8535986035716,1,32071.0
168,169,nw,NW,plin,0.0,N,1047.2701001832968,1,32071.0
100,101,nw,NW,millag,0.0,N,1011.2623531097333,0,32071.0
73,74,rw,HF,help,4.0879,Y,521.9247541973633,1,32071.0
0,1,rw,LF,buidels,0.301,Y,646.5472229465951,1,32071.0
86,87,rw,HF,ging,4.3434,Y,436.31564508107533,1,32071.0
148,149,nw,NW,leumen,0.0,N,981.3766784817468,1,32071.0
41,42,rw,LF,lome,0.8451,Y,703.0027106253622,1,32071.0
76,77,rw,HF,hen,4.158,Y,406.42872693037816,1,32071.0
131,132,nw,NW,fradingo,0.0,N,1126.1867177362622,0,32071.0
197,198,nw,NW,snarpen,0.0,N,1034.2624743246809,1,32071.0
25,26,rw,LF,beitels,0.699,Y,706.1486547504403,1,32071.0
20,21,rw,LF,schuiten,0.6021,Y,680.0593589713158,1,32071.0
156,157,nw,NW,udel,0.0,N,1004.7984088300578,1,32071.0
85,86,rw,HF,idee,4.3247,Y,478.887031027217,1,32071.0
65,66,rw,HF,wakker,3.9448,Y,467.63143886108537,1,32071.0
162,163,nw,NW,plond,0.0,N,1048.1788881044793,1,32071.0
57,58,rw,HF,heren,3.8659,Y,421.7886201821081,1,32071.0
112,113,nw,NW,vroel,0.0,N,1009.4313147978049,1,32071.0
47,48,rw,LF,balkons,0.9542,Y,712.2587660350309,1,32071.0
116,117,nw,NW,groeken,0.0,N,1028.064898714171,1,32071.0
163,164,nw,NW,snoen,0.0,N,1031.20754063796,1,32071.0
49,50,rw,LF,gisten,0.9542,Y,635.6602081811219,1,32071.0
55,56,rw,HF,hard,3.8435,Y,505.5817882214933,1,32071.0
166,167,nw,NW,pectars,0.0,N,1008.6284539616713,1,32071.0
29,30,rw,LF,oker,0.699,Y,693.4288278227048,0,32071.0
178,179,nw,NW,monen,0.0,N,1064.163356240493,1,32071.0
199,200,nw,NW,fankel,0.0,N,1023.0365830878322,1,32071.0
159,160,nw,NW,jaat,0.0,N,1097.825811810952,1,32071.0
5,6,rw,LF,puien,0.301,Y,663.15772280263,1,32071.0
94,95,rw,HF,dood,4.6374,Y,550.1785002030949,1,32071.0
165,166,nw,NW,mijk,0.0,N,1135.4854355089092,1,32071.0
109,110,nw,NW,women,0.0,N,1066.0453309836391,1,32071.0
56,57,rw,HF,reden,3.8548,Y,404.7041528950642,1,32071.0
84,85,rw,HF,zag,4.3048,Y,499.63378746113887,1,32071.0
34,35,rw,LF,margriet,0.7782,Y,760.6118589286624,0,32071.0
189,190,nw,NW,ploe,0.0,N,995.3046772201255,1,32071.0
68,69,rw,HF,sta,4.0123,Y,496.3077558817902,1,32071.0
123,124,nw,NW,vebras,0.0,N,950.9423699600497,0,32071.0
129,130,nw,NW,bralat,0.0,N,1052.5062627940492,1,32071.0
198,199,nw,NW,spodiel,0.0,N,996.4272751405148,0,32071.0
44,45,rw,LF,grief,0.9031,Y,694.1038078252326,1,32071.0
140,141,nw,NW,kimensie,0.0,N,1011.5498022968627,0,32071.0
134,135,nw,NW,vlorken,0.0,N,1059.9985552750852,0,32071.0
31,32,rw,LF,suste,0.699,Y,668.2281372491469,1,32071.0
67,68,rw,HF,soort,3.9872,Y,537.953378387133,1,32071.0
143,144,nw,NW,ant,0.0,N,1110.0234441762022,1,32071.0
192,193,nw,NW,nef,0.0,N,1087.9126117085964,1,32071.0
21,22,rw,LF,spurt,0.6021,Y,740.3814865443196,0,32071.0
14,15,rw,LF,karpers,0.4771,Y,721.9568138723672,1,32071.0
91,92,rw,HF,moeder,4.4554,Y,449.4175677449243,1,32071.0
64,65,rw,HF,zoek,3.9398,Y,455.0504332932842,0,32071.0
122,123,nw,NW,kiemeten,0.0,N,1118.219279383211,1,32071.0
111,112,nw,NW,breent,0.0,N,1005.8060108487119,1,32071.0
4,5,rw,LF,ponten,0.301,Y,745.7028131033203,0,32071.0
142,143,nw,NW,rakot,0.0,N,1119.8613240130499,1,32071.0
172,173,nw,NW,klaap,0.0,N,1047.4583043406656,0,32071.0
16,17,rw,LF,clusters,0.6021,Y,663.3746465242282,1,32071.0
87,88,rw,HF,werd,4.3552,Y,492.9750137894283,0,32071.0
69,70,rw,HF,juist,4.0152,Y,575.1746312805593,0,32071.0
50,51,rw,HF,plan,3.7972,Y,452.25104585882497,1,32071.0
77,78,rw,HF,open,4.1693,Y,482.57765581044436,1,32071.0
177,178,nw,NW,gimmel,0.0,N,1020.7949996577469,0,32071.0
13,14,rw,LF,juffen,0.4771,Y,731.488553695209,1,32071.0
136,137,nw,NW,smaan,0.0,N,977.7929408814124,1,32071.0
181,182,nw,NW,hormen,0.0,N,1071.3738194418552,0,32071.0
60,61,rw,HF,los,3.9075,Y,498.60970309965336,1,32071.0
125,126,nw,NW,zelijk,0.0,N,1110.7212484185545,1,32071.0
89,90,rw,HF,wist,4.4149,Y,567.2193371530665,1,32071.0
147,148,nw,NW,kadders,0.0,N,1066.246783572564,1,32071.0
115,116,nw,NW,plenk,0.0,N,1010.845926934506,1,32071.0
190,191,nw,NW,darboen,0.0,N,1060.6618800166011,1,32071.0
92,93,rw,HF,dacht,4.5313,Y,471.12622598620743,0,32071.0
81,82,rw,HF,morgen,4.2678,Y,463.0546968915813,1,32071.0
176,177,nw,NW,rons,0.0,N,1022.9229254337711,1,32071.0
97,98,rw,HF,had,4.9643,Y,508.7223091123141,1,32071.0
128,129,nw,NW,grantel,0.0,N,965.3305414766845,1,32071.0
