,stim_id,condition,freq_category,word,subtlex_log10freq,correct_response,ResponseTime,Accuracy,id
106,107,nw,NW,gals,0.0,N,827.1094317113298,0,92135.0
192,193,nw,NW,nef,0.0,N,1055.6881966737044,1,92135.0
189,190,nw,NW,ploe,0.0,N,954.0434351729998,1,92135.0
44,45,rw,LF,grief,0.9031,Y,666.805488181712,1,92135.0
76,77,rw,HF,hen,4.158,Y,342.1694465170002,1,92135.0
161,162,nw,NW,gebeikt,0.0,N,732.3444570886718,1,92135.0
4,5,rw,LF,ponten,0.301,Y,641.4911151126837,0,92135.0
43,44,rw,LF,stram,0.8451,Y,596.4936959326429,1,92135.0
135,136,nw,NW,kumus,0.0,N,742.8554434646218,1,92135.0
33,34,rw,LF,gonsde,0.7782,Y,599.5217763835133,0,92135.0
77,78,rw,HF,open,4.1693,Y,515.2960539259378,1,92135.0
112,113,nw,NW,vroel,0.0,N,912.9540739995601,1,92135.0
78,79,rw,HF,uur,4.1832,Y,678.9306190407987,0,92135.0
58,59,rw,HF,redden,3.8783,Y,566.9248448450168,1,92135.0
191,192,nw,NW,megen,0.0,N,815.1954684005156,1,92135.0
104,105,nw,NW,jugen,0.0,N,798.8601489879185,1,92135.0
40,41,rw,LF,zolders,0.7782,Y,604.5376172933945,1,92135.0
18,19,rw,LF,etui,0.6021,Y,642.4652429518866,1,92135.0
95,96,rw,HF,zit,4.666,Y,424.06694838953763,0,92135.0
195,196,nw,NW,rokan,0.0,N,980.0633355348003,1,92135.0
61,62,rw,HF,gaf,3.923,Y,547.8888130629999,1,92135.0
156,157,nw,NW,udel,0.0,N,1135.6595138769603,1,92135.0
111,112,nw,NW,breent,0.0,N,995.3815421588589,0,92135.0
197,198,nw,NW,snarpen,0.0,N,1091.426234638849,1,92135.0
173,174,nw,NW,bluurde,0.0,N,1087.0594097933108,1,92135.0
89,90,rw,HF,wist,4.4149,Y,349.8692994152276,1,92135.0
96,97,rw,HF,zeg,4.6872,Y,419.6027326025965,1,92135.0
178,179,nw,NW,monen,0.0,N,951.394315781874,1,92135.0
158,159,nw,NW,rastel,0.0,N,779.3664216757452,1,92135.0
72,73,rw,HF,gemaakt,4.0844,Y,406.8738033320216,1,92135.0
182,183,nw,NW,zuun,0.0,N,850.521663407963,0,92135.0
98,99,rw,HF,bij,5.0328,Y,418.5304377293936,0,92135.0
56,57,rw,HF,reden,3.8548,Y,460.6751125102154,1,92135.0
122,123,nw,NW,kiemeten,0.0,N,971.2283195368708,0,92135.0
151,152,nw,NW,grede,0.0,N,875.7223559196583,1,92135.0
88,89,rw,HF,geweest,4.3568,Y,323.08388604124207,0,92135.0
187,188,nw,NW,klaam,0.0,N,973.8555556653847,1,92135.0
31,32,rw,LF,suste,0.699,Y,570.7879235891546,1,92135.0
48,49,rw,LF,bonkte,0.9542,Y,672.4159412635967,0,92135.0
186,187,nw,NW,gevupt,0.0,N,1068.3652163657882,1,92135.0
70,71,rw,HF,ogen,4.0572,Y,450.8554367718675,1,92135.0
131,132,nw,NW,fradingo,0.0,N,771.5390175760883,1,92135.0
82,83,rw,HF,vraag,4.281,Y,569.4965228503252,1,92135.0
54,55,rw,HF,recht,3.8432,Y,576.0897575991837,1,92135.0
196,197,nw,NW,zerder,0.0,N,773.3348194065227,1,92135.0
102,103,nw,NW,brum,0.0,N,816.3334425605188,1,92135.0
36,37,rw,LF,rogge,0.7782,Y,489.65460736031696,0,92135.0
134,135,nw,NW,vlorken,0.0,N,898.4828834251567,1,92135.0
177,178,nw,NW,gimmel,0.0,N,879.0197249985159,1,92135.0
153,154,nw,NW,gefaapt,0.0,N,886.2054864156237,0,92135.0
157,158,nw,NW,rufel,0.0,N,766.8390160803426,1,92135.0
74,75,rw,HF,vroeg,4.1163,Y,331.6116452619191,0,92135.0
6,7,rw,LF,rafel,0.301,Y,553.5236198432838,1,92135.0
2,3,rw,LF,imams,0.301,Y,591.0554415376918,1,92135.0
137,138,nw,NW,glaf,0.0,N,951.4479642589247,0,92135.0
63,64,rw,HF,bezig,3.934,Y,585.3085312510486,1,92135.0
71,72,rw,HF,lekker,4.082,Y,471.9709516406398,1,92135.0
164,165,nw,NW,tombel,0.0,N,793.2979218137123,0,92135.0
172,173,nw,NW,klaap,0.0,N,918.802568566818,1,92135.0
50,51,rw,HF,plan,3.7972,Y,379.28412199228455,1,92135.0
