,stim_id,condition,freq_category,word,subtlex_log10freq,correct_response,ResponseTime,Accuracy,id
101,102,nw,NW,labber,0.0,N,1007.1959988158692,1,55429.0
138,139,nw,NW,stodeum,0.0,N,996.3939091080858,1,55429.0
181,182,nw,NW,hormen,0.0,N,1066.5602569534515,1,55429.0
23,24,rw,LF,wrongel,0.6021,Y,640.8172113634341,0,55429.0
47,48,rw,LF,balkons,0.9542,Y,736.8157213126866,0,55429.0
57,58,rw,HF,heren,3.8659,Y,391.40416972935435,0,55429.0
2,3,rw,LF,imams,0.301,Y,761.077094146213,1,55429.0
194,195,nw,NW,pirrel,0.0,N,899.8310896755916,1,55429.0
86,87,rw,HF,ging,4.3434,Y,479.24164253330144,1,55429.0
154,155,nw,NW,pals,0.0,N,1065.1166974436844,1,55429.0
190,191,nw,NW,darboen,0.0,N,1031.7067072032978,1,55429.0
153,154,nw,NW,gefaapt,0.0,N,1109.002469860607,1,55429.0
82,83,rw,HF,vraag,4.281,Y,462.33702235089567,1,55429.0
24,25,rw,LF,ambten,0.699,Y,650.7301790293678,0,55429.0
115,116,nw,NW,plenk,0.0,N,1013.2158471742223,1,55429.0
186,187,nw,NW,gevupt,0.0,N,1093.212359518447,1,55429.0
68,69,rw,HF,sta,4.0123,Y,426.7027200240143,1,55429.0
141,142,nw,NW,gardien,0.0,N,1066.2023842790036,1,55429.0
26,27,rw,LF,flans,0.699,Y,733.5208414488881,1,55429.0
46,47,rw,LF,venkel,0.9031,Y,714.8720298614724,1,55429.0
76,77,rw,HF,hen,4.158,Y,538.5429712880672,0,55429.0
168,169,nw,NW,plin,0.0,N,1071.3009394034075,1,55429.0
40,41,rw,LF,zolders,0.7782,Y,658.0731138980798,0,55429.0
75,76,rw,HF,wachten,4.1516,Y,490.43229853768844,1,55429.0
73,74,rw,HF,help,4.0879,Y,526.3063824788534,1,55429.0
166,167,nw,NW,pectars,0.0,N,1003.1093036843617,1,55429.0
5,6,rw,LF,puien,0.301,Y,739.8907862358041,1,55429.0
199,200,nw,NW,fankel,0.0,N,1119.3558104222084,1,55429.0
118,119,nw,NW,doppel,0.0,N,978.6736023108909,1,55429.0
93,94,rw,HF,gedaan,4.5868,Y,458.82345344921976,1,55429.0
152,153,nw,NW,entel,0.0,N,1045.8149541756356,0,55429.0
105,106,nw,NW,slont,0.0,N,1017.9320941861092,0,55429.0
119,120,nw,NW,verke,0.0,N,1056.1658985854951,1,55429.0
106,107,nw,NW,gals,0.0,N,1016.0057113482974,1,55429.0
136,137,nw,NW,smaan,0.0,N,1038.4024377125593,0,55429.0
31,32,rw,LF,suste,0.699,Y,656.8426645868183,0,55429.0
14,15,rw,LF,karpers,0.4771,Y,747.9658426479884,0,55429.0
197,198,nw,NW,snarpen,0.0,N,1116.7943824644913,0,55429.0
34,35,rw,LF,margriet,0.7782,Y,705.5611648569268,1,55429.0
95,96,rw,HF,zit,4.666,Y,454.06364031253554,1,55429.0
139,140,nw,NW,murselein,0.0,N,987.5724692615415,0,55429.0
170,171,nw,NW,glijp,0.0,N,1090.532764136393,0,55429.0
